"","reads","MGRASTid","trt","rep","Achnanthales","Acidimicrobiales","Acidithiobacillales","Acidobacteriales","Actinomycetales","Aeromonadales","Alismatales","Alteromonadales","Anthocerotales","Aquificales","Arecales","Asterales","Bacillales","Bacteroidales","Bacteroidetes.Order.II..Incertae.sedis","Bangiales","Bdellovibrionales","Bifidobacteriales","Brassicales","Burkholderiales","Buxales","Campylobacterales","Carnivora","Caryophyllales","Caulobacterales","Ceramiales","Charales","Chattonellales","Chlamydomonadales","Chlorellales","Chlorobiales","Chloroflexales","Chromatiales","Chroococcales","Clostridiales","Coleochaetales","Compsopogonales","Coniferales","Corallinales","Coscinodiscales","Cyanidiales","Cyatheales","Cycadales","Cyclotrichida","Cytophagales","Deferribacterales","Deinococcales","Desmidiales","Desulfobacterales","Desulfovibrionales","Desulfurellales","Desulfuromonadales","Dinophysiales","Dioscoreales","Diplogasterida","Enterobacteriales","Ericales","Erysipelotrichales","Euglyphida","Eurotiales","Fagales","Fibrobacterales","Flavobacteriales","Fragilariales","Funariales","Fusobacteriales","Gallionellales","Gelidiales","Gemmatimonadales","Gigartinales","Glaucocystales","Gloeobacterales","Gloeochaetales","Glomerellales","Gnetales","Grimmiales","Halanaerobiales","Hemiaulales","Herpetosiphonales","Hydrogenophilales","Hydroida","Hypnales","Ignatiales","Isochrysidales","Isoptera","Jungermanniales","Kinetoplastida","Klebsormidiales","Kordiimonadales","Ktedonobacterales","Lactobacillales","Lamiales","Legionellales","Lycopodiales","Malpighiales","Marattiales","Marchantiales","Mariprofundales","Melosirales","Mesostigmatales","Methanobacteriales","Methylococcales","Methylophilales","Myxococcales","Nautiliales","Naviculales","Neisseriales","Nitrosomonadales","Nitrospirales","Nostocales","Nymphaeales","Oceanospirillales","Oscillatoriales","Oxalidales","Paraliales","Pasteurellales","Pavlovales","Pelliales","Piperales","Planctomycetales","Pleurocapsales","Poales","Polypodiales","Polytrichales","Porphyridiales","Pottiales","Primates","Prochlorales","Prymnesiales","Pseudomonadales","Pseudoscourfieldiales","Puniceicoccales","Pyramimonadales","Pyrenomonadales","Rhizobiales","Rhodellales","Rhodobacterales","Rhodocyclales","Rhodospirillales","Rickettsiales","Rubrobacterales","Selaginellales","Selenomonadales","Siphonostomatoida","Solanales","Solibacterales","Solirubrobacterales","Sphaerobacterales","Sphaeropleales","Sphagnales","Sphingobacteriales","Sphingomonadales","Spirochaetales","Stylonematales","Synergistales","Syntrophobacterales","Takakiales","Terebellida","Tetraphidales","Thalassionemales","Thalassiophysales","Thermales","Thermoanaerobacterales","Thermodesulfobacteriales","Thermoleophilales","Thermotogales","Thiotrichales","Thoreales","Trichomonadida","Ustilaginales","Vaucheriales","Veneroida","Verrucomicrobiales","Vibrionales","Vitales","Xanthomonadales","Zingiberales","Zygnematales","Acholeplasmatales","Apiales","Austrobaileyales","Candidatus.Brocadiales","Cardiobacteriales","Chlamydiales","Chlorodendrales","Coriobacteriales","Dictyoglomales","Entomoplasmatales","Euglenales","Fabales","Fucales","Gentianales","Halobacteriales","Herpesvirales","Isoetales","Methanosarcinales","Metzgeriales","Mycoplasmatales","Pucciniales","Ranunculales","Rhabditida","Rhizochromulinales","Rhodochaetales","Sapindales","Thermomicrobiales","Amborellales","Batrachospermales","Berberidopsidales","Bryopsidales","Crossosomatales","Dilleniales","Equisetales","Ginkgoales","Magnoliales","Ophiostomatales","Psilotales","Rosales","Sordariales","Canellales","Caudovirales","Cucurbitales","Geraniales","Methanococcales","Sporidiobolales"
"52",1282,"mgm4455789.3","soil","grassland soil",0,8,5,177,40,0,0,5,0,0,0,0,27,0,0,0,2,0,0,60,0,0,0,0,20,0,0,0,0,0,0,0,36,112,31,0,0,0,0,0,0,0,0,0,3,0,0,0,2,12,0,11,0,0,0,0,2,5,1,0,0,6,2,0,0,0,6,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,43,0,0,0,0,0,0,0,0,2,1,45,0,0,0,0,0,0,0,25,4,0,0,54,1,0,0,0,0,0,16,0,0,0,0,1,0,3,0,0,0,0,143,0,2,2,17,2,0,0,4,0,0,192,0,0,0,0,26,18,4,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,10,0,3,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1122,"mgm4455790.3","soil","tropical soil",0,14,5,150,38,0,0,44,0,0,0,0,3,2,3,0,0,0,0,60,0,0,0,0,2,0,0,0,0,0,0,0,53,4,18,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,20,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,109,0,0,0,0,0,0,0,0,2,0,8,0,0,0,19,0,0,0,11,9,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,2,15,1,0,0,18,0,0,294,0,0,0,0,7,0,5,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,4,0,0,0,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",1186,"mgm4455791.3","soil","forest soil",0,18,16,186,108,0,0,13,0,0,0,0,23,1,0,0,1,2,0,73,0,0,0,0,5,0,0,0,1,2,0,0,34,11,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,5,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,57,0,0,0,0,0,0,1,0,0,0,19,0,0,1,0,0,0,0,12,6,0,0,57,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,159,0,0,1,25,5,0,0,0,0,1,186,10,0,0,0,40,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,2,2,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",1059,"mgm4455792.3","soil","shrubland",0,11,15,0,229,0,0,1,0,1,0,0,15,0,0,0,0,9,0,94,0,0,0,0,24,0,0,0,0,0,0,2,10,4,14,0,0,0,0,0,0,0,0,0,105,0,0,0,0,2,1,2,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,1,3,1,1,0,2,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,54,0,2,0,17,2,3,0,0,0,0,38,18,2,2,0,240,75,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",960,"mgm4455793.3","soil","shrubland",0,36,12,2,136,0,0,1,0,2,0,0,99,5,1,0,0,15,0,50,0,0,2,0,8,0,0,0,0,0,0,1,24,0,25,0,0,0,0,0,2,0,1,0,4,0,0,0,0,23,0,36,0,0,0,1,5,17,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,8,0,0,0,0,19,0,8,0,0,0,0,0,0,0,0,3,0,15,0,0,2,27,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,84,0,6,1,15,1,0,0,0,0,0,12,43,0,0,0,90,9,2,0,0,8,0,0,0,0,0,0,17,0,2,0,1,0,1,1,0,0,4,0,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",38,"mgm4455794.3","soil","grassland soil",0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1341,"mgm4455795.3","soil","shrubland",0,50,3,0,145,0,0,6,0,0,0,0,28,0,1,0,0,11,0,62,0,0,0,0,11,0,0,0,0,1,0,5,23,4,26,0,0,0,0,0,0,0,0,0,35,1,5,0,0,11,0,32,0,0,0,2,1,8,0,0,0,0,13,0,0,1,0,2,2,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,13,0,0,0,0,1,0,0,0,4,1,21,0,3,1,7,3,3,0,2,49,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,122,0,33,5,35,1,87,0,1,0,0,48,67,0,0,0,227,46,0,0,0,2,0,1,0,0,0,0,0,0,2,0,2,1,6,1,0,0,2,0,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",1909,"mgm4455796.3","soil","soil",0,33,10,1,342,0,0,1,0,2,0,0,31,0,0,0,2,51,0,135,0,0,0,0,7,0,0,0,0,0,0,0,42,2,17,0,0,0,0,0,0,0,0,0,95,0,0,0,0,9,0,7,0,0,0,1,3,9,1,1,0,0,8,0,0,0,0,0,42,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,10,3,38,0,3,7,13,5,1,0,3,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,147,0,6,6,9,0,14,0,2,0,0,95,47,4,0,0,451,56,3,0,1,0,0,0,0,0,0,0,3,0,1,0,11,0,4,2,0,0,6,0,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",1108,"mgm4455797.3","soil","soil",0,3,20,52,27,0,0,13,0,2,0,0,9,8,1,0,0,0,0,43,0,0,12,0,8,0,0,0,0,0,0,0,44,26,85,0,0,0,0,0,0,0,0,0,6,0,0,0,3,12,0,58,0,0,0,15,0,3,0,0,1,0,0,0,0,0,6,1,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,9,0,48,0,0,0,0,0,0,0,5,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1,18,46,7,0,0,43,0,0,212,1,0,0,0,10,17,14,1,0,9,0,2,0,0,0,0,5,0,4,0,0,0,0,0,0,0,10,1,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",1087,"mgm4455798.3","soil","soil",0,13,25,23,102,0,0,6,0,4,0,0,25,0,3,0,4,8,0,125,0,1,1,0,11,0,2,0,0,0,0,2,41,10,28,0,0,0,0,0,0,0,0,0,24,0,0,0,0,15,0,10,0,0,0,1,0,8,0,0,1,6,23,0,1,0,0,0,4,0,0,0,0,2,0,0,7,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,8,0,31,0,3,0,0,0,1,0,7,28,0,0,7,0,0,0,1,0,4,0,0,0,0,0,0,0,11,0,0,0,0,75,0,2,6,22,13,0,0,0,1,0,54,11,0,2,0,145,6,1,0,1,0,0,0,0,0,0,0,2,0,6,2,2,0,2,0,0,0,4,3,26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",1097,"mgm4455799.3","soil","shrubland",2,24,5,0,110,0,0,2,0,1,0,3,124,0,0,0,5,3,0,41,0,0,0,0,3,0,0,0,0,2,0,0,49,0,19,0,0,0,0,0,0,0,0,0,43,0,1,0,0,8,0,14,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,7,0,0,0,0,0,2,0,0,16,0,8,0,18,0,1,0,2,0,1,161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,75,0,22,0,3,4,23,0,0,3,0,16,32,2,0,0,126,27,6,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,3,0,0,0,1,0,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",1391,"mgm4455800.3","soil","forest soil",0,12,13,273,120,0,0,8,0,0,0,0,12,2,0,0,0,8,0,78,0,0,0,0,29,0,0,0,0,0,0,0,32,1,9,1,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,118,0,0,0,0,0,0,0,2,0,1,28,0,0,0,0,0,0,0,12,10,0,0,83,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,119,0,3,1,25,1,0,0,6,0,0,222,6,0,0,0,75,10,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,7,3,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",1327,"mgm4455801.3","soil","forest soil",0,17,6,138,96,0,0,6,0,0,0,0,32,0,1,0,0,1,0,71,0,0,0,0,36,0,0,0,1,1,0,0,35,2,30,1,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,18,0,0,0,13,1,10,0,1,0,0,8,0,0,0,0,0,2,0,0,1,0,1,0,0,9,0,0,0,0,0,0,0,2,2,0,0,0,2,2,1,39,0,0,0,0,0,0,0,0,3,0,27,0,0,0,1,0,1,0,14,5,0,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,193,0,0,15,28,8,0,0,1,0,0,163,9,0,0,0,77,24,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,7,3,21,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",1319,"mgm4455802.3","soil","grassland soil",0,26,5,59,87,1,0,1,0,0,0,3,39,6,0,0,0,1,0,99,0,1,0,0,13,0,0,0,0,0,0,0,48,3,39,2,0,1,0,0,0,0,0,0,21,0,0,0,0,25,0,6,0,0,0,0,0,4,0,0,0,0,118,0,2,1,0,0,12,0,0,0,0,3,0,0,10,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,5,1,41,0,0,1,1,1,1,0,14,15,3,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,85,0,3,4,25,3,0,0,0,0,0,124,25,0,0,0,192,7,4,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,7,1,0,0,7,4,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",1128,"mgm4455803.3","soil","shrubland",0,32,6,0,144,0,0,3,0,6,0,0,48,3,1,0,0,8,0,39,0,1,0,0,11,0,0,0,0,0,0,0,38,4,37,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,31,0,0,0,0,4,10,0,1,0,1,7,0,1,0,6,0,3,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,0,0,10,0,9,0,0,0,0,0,0,0,0,19,0,19,0,0,0,1,2,0,0,5,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,68,0,11,0,14,2,43,0,0,4,0,28,62,0,0,0,218,25,1,0,0,3,0,0,0,0,0,0,13,1,0,0,9,0,9,0,0,0,10,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",1011,"mgm4455804.3","soil","soil",0,18,4,182,72,0,0,7,0,0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,32,0,0,0,0,0,0,0,31,9,11,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,23,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4,3,16,0,0,3,1,0,0,0,6,8,0,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,64,0,1,9,25,3,0,0,11,0,0,224,0,0,0,0,13,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,3,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",1711,"mgm4455805.3","soil","soil",0,77,8,0,262,0,0,11,0,1,0,0,92,2,4,0,0,29,1,78,0,0,0,0,7,0,0,0,2,0,1,4,18,1,13,0,0,0,2,0,0,0,0,0,49,0,1,0,0,13,0,15,0,0,0,0,2,7,0,0,0,1,25,0,56,0,2,1,10,0,0,1,0,1,0,10,3,0,0,1,0,26,0,0,2,0,0,0,0,0,4,2,27,0,0,0,0,0,0,0,0,10,0,30,0,0,1,2,3,7,0,6,15,0,0,0,0,0,0,1,0,2,1,10,0,0,1,0,0,4,1,0,0,0,121,0,11,3,31,1,23,0,2,1,0,36,129,8,0,0,226,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,3,0,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",1346,"mgm4455806.3","soil","grassland soil",0,17,5,111,121,0,0,5,0,1,0,0,201,3,0,0,0,5,0,80,0,0,0,0,16,2,1,0,0,1,0,0,17,1,36,0,0,2,0,0,0,0,0,0,6,0,1,0,0,14,0,5,0,0,0,2,0,8,0,3,0,4,15,0,0,0,0,2,0,0,0,1,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,1,0,0,0,12,0,31,0,1,0,3,0,2,0,8,8,0,0,6,2,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,98,0,1,0,34,4,0,0,1,2,0,116,28,0,1,0,108,29,7,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,10,1,14,0,2,0,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",1211,"mgm4455807.3","soil","soil",1,26,12,0,102,1,0,5,0,0,0,0,161,0,0,0,1,23,0,53,0,0,2,0,13,0,0,0,0,0,0,0,38,1,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,32,0,47,0,0,0,0,7,22,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,2,1,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,10,0,0,0,0,0,1,1,0,8,0,23,0,2,0,1,1,0,0,16,6,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,11,1,0,0,0,117,0,2,3,17,4,5,0,0,7,0,24,41,2,0,0,172,24,3,0,0,2,0,0,0,0,0,0,4,0,0,0,4,0,0,1,0,0,3,2,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",1275,"mgm4455808.3","soil","shrubland",0,42,5,0,170,0,0,8,0,6,0,0,22,0,0,0,0,7,0,53,0,0,0,0,10,0,0,0,2,0,0,4,46,2,19,0,0,0,0,0,0,0,0,0,28,0,1,0,3,11,0,12,0,0,0,3,0,9,0,0,1,1,4,0,1,0,1,0,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,16,0,0,0,8,0,0,0,0,4,1,34,0,0,0,5,3,10,0,0,139,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,73,0,59,1,15,0,113,0,0,2,0,38,57,0,2,0,123,25,0,0,2,0,0,0,0,0,0,0,3,0,0,1,8,0,7,0,0,0,4,3,8,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",1248,"mgm4455809.3","soil","soil",0,15,14,18,88,0,0,1,0,0,0,0,172,4,4,0,2,26,0,45,0,1,0,0,21,0,2,0,0,0,0,0,29,0,64,0,0,0,0,0,0,0,0,0,4,6,2,0,9,38,0,88,0,0,0,4,1,38,0,2,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,14,0,40,0,0,1,0,3,0,0,8,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,91,0,0,14,14,5,0,0,4,1,1,38,9,2,0,0,123,14,2,0,0,0,0,0,0,0,0,0,16,0,4,0,2,0,1,1,0,0,19,0,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",1441,"mgm4455810.3","soil","forest soil",0,24,4,68,190,0,0,1,0,1,0,0,213,1,0,0,1,1,0,78,0,1,0,0,20,0,0,0,0,0,0,0,22,5,47,1,0,2,0,0,0,0,0,0,6,0,0,0,0,8,2,3,0,0,0,2,0,3,2,0,0,0,2,0,0,1,0,0,52,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,1,34,0,0,3,5,0,11,0,10,9,0,0,17,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,72,0,1,3,18,1,0,0,2,2,0,124,11,0,0,0,217,12,0,0,4,2,0,0,0,0,0,0,1,0,2,0,1,0,6,1,0,1,7,1,13,55,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",1102,"mgm4455811.3","soil","soil",0,18,11,1,112,0,0,3,0,0,0,0,38,0,1,0,0,13,0,64,0,0,0,0,5,0,0,0,2,0,0,1,18,13,6,0,0,0,0,1,0,0,0,0,34,0,0,0,0,20,0,11,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,8,0,9,0,0,1,1,5,14,0,3,186,0,0,7,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,117,0,10,1,46,0,25,0,0,0,0,38,30,6,0,0,116,12,1,0,1,12,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",1192,"mgm4455812.3","soil","soil",0,26,10,139,72,0,0,5,0,0,0,0,21,3,2,0,0,12,0,45,0,1,0,0,10,0,0,0,0,0,0,0,32,1,12,2,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0,6,0,0,0,0,7,0,3,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,20,0,0,0,0,0,0,0,1,6,3,14,0,0,2,9,0,0,0,10,8,0,0,67,2,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,126,0,0,0,23,8,0,0,0,0,0,240,14,0,0,0,71,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,1,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",1258,"mgm4455813.3","soil","soil",0,12,18,205,64,0,0,3,0,0,0,0,12,4,0,0,0,6,0,61,0,1,0,0,14,0,0,0,0,0,0,0,33,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,1,1,9,0,0,1,0,0,0,0,18,4,0,0,95,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,92,0,0,4,6,2,0,0,1,0,0,236,3,0,0,0,134,7,6,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,4,2,7,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
