"","trt","rep","reads","Achnanthales","Acholeplasmatales","Acidimicrobiales","Acidithiobacillales","Acidobacteriales","Actinomycetales","Aeromonadales","Agaricales","Alismatales","Alteromonadales","Amborellales","Anthocerotales","Anura","Aquificales","Bacillales","Bacteroidales","Bacteroidetes.Order.II..Incertae.sedis","Bangiales","Batrachospermales","Bdellovibrionales","Berberidopsidales","Bifidobacteriales","Bryopsidales","Burkholderiales","Campylobacterales","Canellales","Cardiobacteriales","Caryophyllales","Caudovirales","Caulobacterales","Ceramiales","Charales","Chattonellales","Chlamydiales","Chlamydomonadales","Chlorellales","Chlorobiales","Chlorodendrales","Chloroflexales","Chromatiales","Chroococcales","Clostridiales","Compsopogonales","Corallinales","Coriobacteriales","Coscinodiscales","Crossosomatales","Cucurbitales","Cyanidiales","Cyatheales","Cycadales","Cyclotrichida","Cytophagales","Deferribacterales","Deinococcales","Desmidiales","Desulfobacterales","Desulfovibrionales","Desulfurellales","Desulfuromonadales","Dictyoglomales","Dilleniales","Dinophysiales","Dioscoreales","Diplogasterida","Diptera","Ectocarpales","Enterobacteriales","Enterogona","Entomoplasmatales","Equisetales","Erysipelotrichales","Eucoccidiorida","Euglenales","Fagales","Fibrobacterales","Flavobacteriales","Fucales","Fusobacteriales","Galliformes","Gallionellales","Gemmatimonadales","Gentianales","Geraniales","Gigartinales","Ginkgoales","Gloeobacterales","Haemosporida","Halanaerobiales","Halobacteriales","Helotiales","Hemiaulales","Herpesvirales","Herpetosiphonales","Hydrogenophilales","Hydroida","Ignatiales","Isoetales","Ixodida","Kinetoplastida","Klebsormidiales","Kordiimonadales","Ktedonobacterales","Lactobacillales","Legionellales","Lycopodiales","Magnaporthales","Mamiellales","Marattiales","Marchantiales","Mariprofundales","Melosirales","Mesostigmatales","Methanobacteriales","Methanococcales","Methanomicrobiales","Methanosarcinales","Methylococcales","Methylophilales","Mycoplasmatales","Myrtales","Myxococcales","Nautiliales","Neisseriales","Nitrosomonadales","Nitrospirales","Nostocales","Nymphaeales","Oceanospirillales","Ophiostomatales","Oscillatoriales","Paraliales","Pasteurellales","Pelliales","Perkinsida","Phyllachorales","Piperales","Planctomycetales","Pleurocapsales","Porphyridiales","Pottiales","Prochlorales","Prymnesiales","Pseudomonadales","Pucciniales","Puniceicoccales","Pyramimonadales","Pyrenomonadales","Ranunculales","Rhabditida","Rhizobiales","Rhizochromulinales","Rhodellales","Rhodobacterales","Rhodochaetales","Rhodocyclales","Rhodospirillales","Rickettsiales","Rodentia","Rosales","Rubrobacterales","Saccharomycetales","sampleCounts...setdiff.colnames.sampleCounts...badOrders..","Sapindales","Scorpiones","Selaginellales","Selenomonadales","Solibacterales","Solirubrobacterales","Sphaerobacterales","Sphaeropleales","Sphagnales","Sphingobacteriales","Sphingomonadales","Spirochaetales","Sporidiobolales","Stylonematales","Synergistales","Syntrophobacterales","Takakiales","Terebellida","Tetraphidales","Thalassionemales","Thalassiophysales","Thermales","Thermoanaerobacterales","Thermococcales","Thermodesulfobacteriales","Thermoleophilales","Thermomicrobiales","Thermotogales","Thiotrichales","Thoreales","Trichocephalida","Trichomonadida","unclassified..derived.from.Acidobacteria.","unclassified..derived.from.Actinobacteria..class..","unclassified..derived.from.Alphaproteobacteria.","unclassified..derived.from.Appendicularia.","unclassified..derived.from.Archaea.","unclassified..derived.from.Bacillariophyceae.","unclassified..derived.from.Bacteria.","unclassified..derived.from.Bacteroidetes.","unclassified..derived.from.Betaproteobacteria.","unclassified..derived.from.Brachiopoda.","unclassified..derived.from.Chlorophyta.","unclassified..derived.from.Chordata.","unclassified..derived.from.Clostridia.","unclassified..derived.from.Coscinodiscophyceae.","unclassified..derived.from.Cryptophyta.","unclassified..derived.from.Cyanobacteria.","unclassified..derived.from.Dehalococcoidetes.","unclassified..derived.from.Deltaproteobacteria.","unclassified..derived.from.Epsilonproteobacteria.","unclassified..derived.from.Eukaryota.","unclassified..derived.from.Euryarchaeota.","unclassified..derived.from.Firmicutes.","unclassified..derived.from.Gammaproteobacteria.","unclassified..derived.from.Glaucocystophyceae.","unclassified..derived.from.Ktedonobacteria.","unclassified..derived.from.Lentisphaerae.","unclassified..derived.from.Mammalia.","unclassified..derived.from.Opitutae.","unclassified..derived.from.Proteobacteria.","unclassified..derived.from.Sordariomycetes.","unclassified..derived.from.Spartobacteria.","unclassified..derived.from.Streptophyta.","unclassified..derived.from.Synergistetes.","unclassified..derived.from.Trebouxiophyceae.","unclassified..derived.from.unclassified.sequences.","unclassified..derived.from.Verrucomicrobia.","unclassified..derived.from.Viruses.","Veneroida","Verrucomicrobiales","Vibrionales","Xanthomonadales"
"4455747.3","soil","tropical soil",1614,0,0,7,11,262,86,0,0,0,3,0,0,0,0,2,2,0,0,0,1,0,0,0,64,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,37,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,5,0,6,0,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105,0,0,1,0,8,22,0,0,0,0,0,0,0,0,0,2,384,1,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,199,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,2,0,0,34,13,0,1,0,0,0,1,0,0,0,6,0,26
"4455748.3","soil","soil",50,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4455749.3","soil","forest soil",1297,0,0,35,3,79,97,0,0,0,2,0,0,0,0,32,2,0,0,0,3,0,1,0,142,0,0,0,0,0,34,0,3,0,0,0,0,1,0,1,44,1,31,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,19,0,4,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,18,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,39,0,0,2,1,1,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,78,0,0,1,0,0,21,5,0,0,0,0,0,0,0,0,0,132,27,0,0,0,207,53,3,0,0,0,0,0,3,0,0,0,0,10,0,0,4,0,0,4,0,0,7,6,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,3,0,0,0,17,1,0,0,0,1,2,0,1,0,0,0,2,0,0,0,3,2,19
"4455750.3","soil","soil",1263,0,0,19,18,166,75,0,0,0,0,0,0,0,1,15,3,0,0,0,0,0,4,0,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,109,31,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,0,1,1,0,0,0,13,0,2,0,39,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,79,0,0,1,0,1,17,1,0,0,0,0,0,0,0,0,0,275,1,0,0,0,124,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,20,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,32
"4455751.3","soil","forest soil",1527,0,0,23,3,127,134,0,0,0,0,0,0,0,0,74,2,0,0,0,1,0,4,0,236,1,0,0,0,0,21,1,0,0,0,0,0,0,0,1,21,6,35,1,0,0,0,0,0,0,0,1,0,31,0,0,0,0,16,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0,1,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,20,0,0,3,1,13,0,16,0,14,0,4,0,0,0,0,1,0,0,0,3,0,16,0,0,1,0,0,0,81,0,0,3,0,2,23,0,0,0,0,0,0,0,0,1,3,82,12,0,0,1,281,32,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,3,8,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,2,0,0,0,6,0,2,0,0,1,2,0,0,0,4,6,14
"4455752.3","soil","shrubland",30,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4455753.3","soil","grassland soil",49,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4455754.3","soil","soil",1097,0,0,42,0,0,173,0,0,0,7,0,0,0,6,23,9,0,0,0,0,0,11,0,66,3,0,0,0,0,13,1,0,0,0,0,0,0,0,2,21,2,26,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,19,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,11,17,0,0,0,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,4,1,1,1,0,5,0,6,0,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,117,0,0,5,0,13,11,3,0,0,3,0,0,0,0,0,0,52,22,0,0,0,157,27,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,3,0,1,3,0,0,0,14,6,0,0,0,0,0,0,0,0,4,10,0,0,0,0,2,0,1,1,0,1,2,0,6,0,0,0,12,0,0,0,8,0,15
"4455755.3","soil","soil",1047,0,0,27,8,1,138,0,0,0,1,0,0,0,8,77,0,0,0,0,3,0,16,0,53,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,27,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,23,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,1,0,1,12,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,0,31,0,1,1,3,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,7,0,8,7,1,0,0,13,0,0,0,0,0,0,16,25,0,0,0,236,14,2,0,0,1,6,0,0,0,0,0,0,1,0,0,3,0,0,10,0,0,3,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,5,0,17
"4455756.3","soil","forest soil",870,0,0,11,5,209,65,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,33,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,5,0,1,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,205,1,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,2,0,0,0,2,0,0,0,1,0,13
"4455757.3","soil","soil",1577,0,0,11,7,228,109,0,0,0,5,0,0,0,2,79,3,0,0,0,4,0,0,0,154,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,35,0,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,6,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,2,0,3,0,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,39,0,0,0,0,5,0,17,0,5,0,74,0,0,0,0,2,0,0,0,0,0,8,0,1,0,0,0,0,104,0,0,2,0,4,33,3,0,0,0,0,0,0,0,0,0,164,3,0,0,0,160,17,3,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,2,49,2,4,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7,1,3,0,0,6,5,0,8,0,0,0,10,0,0,0,3,2,42
"4455758.3","soil","forest soil",1350,0,0,6,3,107,33,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,9,0,71,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,32,4,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,4,0,8,0,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,2,21,3,0,0,0,0,0,0,0,0,0,198,1,0,0,0,25,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,8,0,0,7,23,0,4,0,0,0,2,0,0,0,2,0,36
"4455759.3","soil","soil",1277,0,0,47,4,3,204,0,0,0,4,0,0,0,21,58,1,0,0,0,1,0,6,0,53,0,0,0,2,0,14,0,0,0,0,0,0,0,0,3,40,2,30,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,13,0,36,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,7,0,0,0,0,7,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,24,0,0,0,3,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,133,0,0,26,0,3,13,3,0,0,29,0,0,0,0,0,0,64,29,0,0,0,186,38,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,3,0,0,0,11,7,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,1,1,0,0,0,3,0,4,0,0,0,11,0,0,0,5,0,18
"4455760.3","soil","soil",1341,0,0,25,3,0,287,0,0,0,2,0,0,0,16,38,6,0,0,0,1,0,64,0,82,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,22,2,21,0,0,0,0,0,0,0,0,0,0,40,0,2,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,14,0,1,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,18,0,0,0,3,3,0,4,0,3,0,1,0,0,2,0,0,0,0,0,2,0,20,0,0,0,0,0,0,82,0,0,5,0,2,15,2,0,0,1,0,0,0,0,0,1,24,16,1,0,0,267,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,18,0,0,2,0,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,10,1,0,5,0,0,0,7,0,0,0,1,0,21
"4455761.3","soil","soil",959,0,0,47,8,2,156,0,0,0,3,0,0,0,0,31,3,0,0,0,0,0,11,0,48,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,44,3,21,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,14,1,5,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,10,0,0,0,0,20,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,32,0,0,0,3,6,0,12,0,3,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,2,0,1,11,1,0,0,8,0,0,0,0,0,1,46,50,0,0,0,102,24,5,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,5,0,0,3,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,2,2,0,14,0,0,0,7,0,0,0,6,2,16
"4455762.3","soil","soil",1883,0,0,13,13,11,277,0,0,0,4,0,0,0,0,157,4,0,0,0,0,0,21,0,213,1,0,0,0,0,71,0,0,0,0,0,0,7,0,1,18,88,59,0,0,0,0,0,0,0,0,1,0,21,2,0,0,1,11,0,61,0,0,0,0,0,0,1,69,2,0,0,26,0,0,0,0,19,0,1,30,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,0,33,38,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,32,0,1,2,17,0,0,20,0,9,0,31,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,127,0,0,10,0,6,17,3,0,0,0,2,0,0,2,0,4,44,4,0,0,0,89,9,0,0,0,3,0,0,1,0,0,0,1,1,1,0,10,0,0,3,0,0,1,9,0,18,7,0,0,16,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,9,0,1,0,0,6,3,0,15,0,0,0,1,0,0,0,10,13,19
"4455763.3","soil","shrubland",1256,1,0,45,4,23,202,0,0,0,0,0,0,0,3,66,0,0,0,0,0,0,8,0,68,1,0,0,0,0,14,0,2,0,0,0,0,0,0,0,31,2,30,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,20,0,4,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,29,0,0,0,0,0,0,6,0,4,0,2,0,0,1,0,1,0,1,1,0,0,2,0,0,2,0,0,0,91,0,0,2,0,0,24,2,0,0,6,0,0,0,0,0,0,124,32,0,0,0,190,19,2,0,0,4,0,4,1,0,0,0,0,1,0,0,1,0,0,2,1,0,7,7,1,3,0,0,1,8,0,0,0,0,0,0,0,0,0,12,5,1,0,0,0,25,0,1,0,0,1,2,0,2,1,0,0,6,0,0,0,13,0,11
"4455764.3","soil","shrubland",1236,0,0,85,7,0,156,0,0,0,2,0,0,0,0,79,3,0,0,0,0,0,37,0,67,1,0,0,0,0,8,0,0,0,0,0,0,0,0,2,27,3,32,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,22,0,27,0,0,0,0,0,0,0,1,0,0,0,55,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,27,0,1,1,0,0,0,12,0,11,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,88,0,0,1,0,0,32,0,0,0,2,0,0,0,0,0,0,48,47,0,0,0,49,14,0,0,0,3,4,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,31,2,1,0,0,3,1,0,2,0,0,0,31,0,0,0,8,0,13
"4455765.3","soil","soil",1075,0,0,75,8,0,144,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,23,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,12,0,0,4,0,0,0,40,0,0,0,0,0,0,87,79,0,0,0,218,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,4
"4455766.3","soil","soil",1260,0,0,25,6,36,172,0,0,0,3,0,0,0,0,296,2,0,0,0,0,0,16,0,31,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,18,1,51,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,10,0,16,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,13,0,0,1,8,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,79,0,0,1,0,2,6,1,0,0,16,0,0,0,0,0,2,96,14,0,0,0,136,24,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,2,13,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,1,3,0,6,0,0,0,2,0,0,0,6,0,59
"4455767.3","soil","soil",1273,0,0,21,28,122,68,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,36,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,116,23,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,11,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,1,0,0,0,8,0,58,0,59,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,12,15,2,0,0,0,0,0,0,0,0,1,206,5,0,0,0,41,9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,60,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,105,0,0,0,0,0,2,0,0,0,4,0,0,0,4,0,25
"4455769.3","soil","soil",1372,0,0,35,16,69,96,0,0,0,3,0,0,0,0,40,0,0,0,0,0,0,4,0,108,0,0,0,0,0,10,0,0,0,0,3,0,0,0,1,53,4,36,0,0,0,0,0,0,0,0,0,0,19,1,0,0,1,32,3,18,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,51,0,0,0,0,2,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,41,0,1,0,0,1,0,9,0,2,0,34,0,0,3,0,1,0,0,0,0,0,7,0,0,0,0,0,0,142,0,0,3,0,3,52,3,0,0,0,0,0,0,0,0,0,119,22,0,0,0,99,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,17,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,0,2,0,0,1,4,0,7,0,0,0,5,0,0,0,4,4,33
"4455770.3","soil","soil",60,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
