"","trt","rep","reads","Achnanthales","Acholeplasmatales","Acidimicrobiales","Acidithiobacillales","Acidobacteriales","Actinomycetales","Aeromonadales","Agaricales","Alismatales","Alteromonadales","Amborellales","Anthocerotales","Anura","Aquificales","Bacillales","Bacteroidales","Bacteroidetes.Order.II..Incertae.sedis","Bangiales","Batrachospermales","Bdellovibrionales","Berberidopsidales","Bifidobacteriales","Bryopsidales","Burkholderiales","Campylobacterales","Canellales","Cardiobacteriales","Caryophyllales","Caudovirales","Caulobacterales","Ceramiales","Charales","Chattonellales","Chlamydiales","Chlamydomonadales","Chlorellales","Chlorobiales","Chlorodendrales","Chloroflexales","Chromatiales","Chroococcales","Clostridiales","Compsopogonales","Corallinales","Coriobacteriales","Coscinodiscales","Crossosomatales","Cucurbitales","Cyanidiales","Cyatheales","Cycadales","Cyclotrichida","Cytophagales","Deferribacterales","Deinococcales","Desmidiales","Desulfobacterales","Desulfovibrionales","Desulfurellales","Desulfuromonadales","Dictyoglomales","Dilleniales","Dinophysiales","Dioscoreales","Diplogasterida","Diptera","Ectocarpales","Enterobacteriales","Enterogona","Entomoplasmatales","Equisetales","Erysipelotrichales","Eucoccidiorida","Euglenales","Fagales","Fibrobacterales","Flavobacteriales","Fucales","Fusobacteriales","Galliformes","Gallionellales","Gemmatimonadales","Gentianales","Geraniales","Gigartinales","Ginkgoales","Gloeobacterales","Haemosporida","Halanaerobiales","Halobacteriales","Helotiales","Hemiaulales","Herpesvirales","Herpetosiphonales","Hydrogenophilales","Hydroida","Ignatiales","Isoetales","Ixodida","Kinetoplastida","Klebsormidiales","Kordiimonadales","Ktedonobacterales","Lactobacillales","Legionellales","Lycopodiales","Magnaporthales","Mamiellales","Marattiales","Marchantiales","Mariprofundales","Melosirales","Mesostigmatales","Methanobacteriales","Methanococcales","Methanomicrobiales","Methanosarcinales","Methylococcales","Methylophilales","Mycoplasmatales","Myrtales","Myxococcales","Nautiliales","Neisseriales","Nitrosomonadales","Nitrospirales","Nostocales","Nymphaeales","Oceanospirillales","Ophiostomatales","Oscillatoriales","Paraliales","Pasteurellales","Pelliales","Perkinsida","Phyllachorales","Piperales","Planctomycetales","Pleurocapsales","Porphyridiales","Pottiales","Prochlorales","Prymnesiales","Pseudomonadales","Pucciniales","Puniceicoccales","Pyramimonadales","Pyrenomonadales","Ranunculales","Rhabditida","Rhizobiales","Rhizochromulinales","Rhodellales","Rhodobacterales","Rhodochaetales","Rhodocyclales","Rhodospirillales","Rickettsiales","Rodentia","Rosales","Rubrobacterales","Saccharomycetales","sampleCounts...setdiff.colnames.sampleCounts...badOrders..","Sapindales","Scorpiones","Selaginellales","Selenomonadales","Solibacterales","Solirubrobacterales","Sphaerobacterales","Sphaeropleales","Sphagnales","Sphingobacteriales","Sphingomonadales","Spirochaetales","Sporidiobolales","Stylonematales","Synergistales","Syntrophobacterales","Takakiales","Terebellida","Tetraphidales","Thalassionemales","Thalassiophysales","Thermales","Thermoanaerobacterales","Thermococcales","Thermodesulfobacteriales","Thermoleophilales","Thermomicrobiales","Thermotogales","Thiotrichales","Thoreales","Trichocephalida","Trichomonadida","unclassified..derived.from.Acidobacteria.","unclassified..derived.from.Actinobacteria..class..","unclassified..derived.from.Alphaproteobacteria.","unclassified..derived.from.Appendicularia.","unclassified..derived.from.Archaea.","unclassified..derived.from.Bacillariophyceae.","unclassified..derived.from.Bacteria.","unclassified..derived.from.Bacteroidetes.","unclassified..derived.from.Betaproteobacteria.","unclassified..derived.from.Brachiopoda.","unclassified..derived.from.Chlorophyta.","unclassified..derived.from.Chordata.","unclassified..derived.from.Clostridia.","unclassified..derived.from.Coscinodiscophyceae.","unclassified..derived.from.Cryptophyta.","unclassified..derived.from.Cyanobacteria.","unclassified..derived.from.Dehalococcoidetes.","unclassified..derived.from.Deltaproteobacteria.","unclassified..derived.from.Epsilonproteobacteria.","unclassified..derived.from.Eukaryota.","unclassified..derived.from.Euryarchaeota.","unclassified..derived.from.Firmicutes.","unclassified..derived.from.Gammaproteobacteria.","unclassified..derived.from.Glaucocystophyceae.","unclassified..derived.from.Ktedonobacteria.","unclassified..derived.from.Lentisphaerae.","unclassified..derived.from.Mammalia.","unclassified..derived.from.Opitutae.","unclassified..derived.from.Proteobacteria.","unclassified..derived.from.Sordariomycetes.","unclassified..derived.from.Spartobacteria.","unclassified..derived.from.Streptophyta.","unclassified..derived.from.Synergistetes.","unclassified..derived.from.Trebouxiophyceae.","unclassified..derived.from.unclassified.sequences.","unclassified..derived.from.Verrucomicrobia.","unclassified..derived.from.Viruses.","Veneroida","Verrucomicrobiales","Vibrionales","Xanthomonadales"
"4455771.3","soil","soil",1238,0,0,29,3,144,156,0,0,0,5,0,0,0,0,25,0,0,0,0,0,0,1,0,45,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,19,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,44,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,16,0,0,0,0,0,0,6,0,3,0,10,0,0,0,0,0,0,8,0,0,1,3,0,0,0,0,0,0,84,0,0,0,0,6,17,2,0,0,1,0,0,0,0,0,1,151,21,0,0,0,232,8,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,5,23,13,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,1,1,0,0,0,3,0,9,0,0,0,4,0,0,0,7,5,16
"4455772.3","soil","shrubland",1399,0,0,35,18,0,245,0,0,0,2,0,0,0,3,24,1,0,0,0,0,0,16,0,56,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,9,4,23,0,0,0,0,0,0,0,0,0,0,75,0,2,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,3,0,0,0,0,9,1,0,0,15,0,0,2,2,5,0,1,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,23,0,1,38,7,0,0,21,0,0,0,0,0,0,66,27,1,0,0,370,46,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,8,0,0,0,1,12,1,0,0,0,0,0,0,0,2,2,2,0,0,0,6,0,0,0,0,0,7,0,1,0,0,0,3,0,0,0,6,0,4
"4455773.3","soil","soil",1787,0,0,177,4,36,364,0,0,0,1,0,0,0,0,436,0,0,0,0,1,0,3,0,38,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,14,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,0,2,0,0,3,0,1,0,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,139,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,140,170,0,0,0,16,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,25,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,1,0,0,1,0,0,4,0,0,0,7,0,0,0,2,1,4
"4455774.3","soil","forest soil",1805,0,0,17,18,6,271,0,0,0,1,0,0,0,2,64,4,0,0,0,0,0,1,0,277,0,0,0,0,0,18,1,5,0,0,0,0,3,0,1,31,111,69,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,5,45,0,0,0,0,0,0,0,60,0,0,0,26,0,0,1,5,23,0,1,21,0,3,0,0,0,0,2,0,11,0,0,1,0,0,0,1,0,0,5,1,0,0,0,41,32,0,0,0,0,0,0,0,1,1,0,0,0,17,1,0,0,25,0,1,0,1,0,0,15,0,9,0,35,0,0,4,0,0,0,1,0,0,1,2,0,1,0,0,0,0,157,0,0,7,0,2,27,6,0,0,0,0,0,0,0,0,0,32,5,0,0,0,97,26,5,0,0,1,1,0,0,0,0,0,1,1,1,0,6,1,0,1,0,0,2,2,0,1,1,0,0,16,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,10,0,0,0,0,5,3,0,22,0,0,0,2,0,0,0,5,10,21
"4455775.3","soil","forest soil",1764,0,0,10,28,160,117,0,0,0,13,0,0,0,0,53,2,3,0,0,0,0,5,0,56,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,69,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,15,0,0,0,0,0,0,7,0,24,0,188,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,3,13,2,0,0,0,0,0,0,0,0,0,301,3,0,0,0,21,1,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,159,2,5,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,76,2,0,1,8,0,5,0,0,0,8,0,0,0,2,1,58
"4455776.3","soil","soil",1481,0,0,12,10,167,49,0,0,0,1,0,0,0,0,9,5,0,0,0,0,0,0,0,56,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,59,4,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,11,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,1,1,0,0,0,29,0,7,0,103,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,78,0,0,0,0,5,20,4,0,0,0,0,0,0,0,0,0,372,2,0,0,0,175,15,7,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,7,67,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,5,0,0,1,4,0,6,0,0,0,1,0,0,0,6,1,20
"4455777.3","soil","grassland soil",1478,0,0,11,5,157,39,0,0,0,1,0,0,0,1,2,3,0,0,0,1,0,0,0,216,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,51,0,48,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,10,0,0,0,0,1,0,7,0,5,0,13,0,0,0,0,0,1,0,0,0,0,81,0,0,0,0,0,0,32,0,0,0,0,6,7,8,0,0,0,0,0,0,0,0,1,239,7,0,0,0,8,2,3,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,2,124,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,65,0,0,3,0,0,1,0,1,0,5,0,0,0,11,0,74
"4455778.3","soil","grassland soil",1156,0,0,39,19,23,182,1,0,0,6,0,0,0,0,48,2,0,0,0,0,0,8,0,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,0,60,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,8,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,1,0,0,16,0,0,0,0,2,0,10,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,21,0,2,1,1,5,0,11,0,5,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,106,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,86,26,0,0,0,168,12,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,10,9,1,1,0,0,0,17,0,1,0,0,0,0,3,0,0,7,0,0,0,0,0,6,0,12,1,0,2,2,0,20,0,0,0,2,0,0,0,9,2,6
"4455779.3","soil","grassland soil",1311,0,0,28,12,3,210,0,0,0,6,0,0,0,1,85,1,0,0,0,0,0,85,0,36,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,40,0,44,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,21,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,3,0,0,3,2,0,4,0,5,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,71,0,0,1,0,0,19,0,0,0,2,0,0,0,0,0,0,41,17,0,0,0,285,24,0,0,0,2,1,0,1,0,0,0,0,3,0,0,2,0,0,2,0,0,8,2,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,9,1,0,0,0,6,9,0,8,0,0,0,1,0,0,0,10,0,16
"4455780.3","soil","shrubland",1231,0,0,18,2,225,68,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,40,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,41,7,9,0,0,0,0,0,0,1,2,0,0,5,0,4,0,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,13,0,1,0,0,1,0,8,0,6,0,56,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,243,1,0,0,4,83,3,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,73,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,0,4,4,0,9,0,0,0,4,0,0,0,7,8,13
"4455781.3","soil","grassland soil",1032,0,0,46,2,1,162,2,0,0,3,0,0,0,2,53,0,0,0,0,0,0,14,0,69,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,29,2,28,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,27,0,15,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,16,0,0,0,0,0,0,5,0,12,0,2,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,97,0,0,3,0,8,40,1,0,0,15,0,0,0,0,0,1,34,26,0,0,0,76,12,0,0,0,0,1,0,0,0,0,0,0,26,0,0,1,0,2,2,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,1,0,4,0,0,0,19,0,0,0,2,0,14
"4455782.3","soil","soil",1455,0,0,31,17,8,302,0,0,0,0,0,0,0,1,55,4,0,0,0,1,0,27,0,170,0,0,0,0,0,6,1,1,0,0,0,0,3,0,0,10,85,61,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,30,0,0,0,0,0,0,0,45,0,0,0,11,0,0,0,1,5,0,0,12,0,34,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,2,0,0,5,0,4,0,23,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,111,0,0,5,0,0,20,0,0,0,1,0,0,0,0,0,0,26,23,0,0,0,94,17,0,0,0,0,1,0,0,0,0,0,0,6,0,0,4,1,3,4,0,0,3,0,1,3,3,0,0,35,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,4,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,12,7,25
"4455783.3","soil","soil",1558,0,0,3,17,264,74,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,75,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,7,0,1,0,23,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,79,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,11,356,0,0,0,0,48,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,226,1,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,10,0,0,0,0,0,2,0,0,0,12,0,20
"4455784.3","soil","soil",1134,0,0,44,9,0,126,0,0,0,1,0,0,0,0,95,2,0,0,0,0,0,7,0,56,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,34,7,46,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,21,0,60,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,24,0,3,2,0,1,7,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,67,0,0,2,0,4,84,0,0,0,4,0,0,0,0,0,2,34,14,0,2,0,140,25,4,0,0,1,0,0,0,0,0,0,0,18,0,0,3,0,2,1,0,0,2,1,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,3,0,5,0,0,0,27,0,0,0,7,1,11
"4455785.3","soil","soil",1962,0,0,42,17,69,347,0,0,0,4,0,0,0,0,73,2,0,0,0,0,0,0,0,181,0,0,0,0,0,11,0,0,2,0,0,0,4,0,0,48,85,76,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,12,0,2,0,0,0,0,0,0,0,36,0,0,0,2,0,0,0,0,4,0,1,19,0,15,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,21,56,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,32,0,0,1,3,4,0,7,0,6,0,17,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,96,0,0,5,0,3,29,0,0,0,1,0,0,0,0,0,0,178,24,0,0,0,249,21,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,4,8,0,1,4,0,0,16,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,10,0,0,4,2,0,4,0,0,0,5,0,0,0,1,8,12
"4455786.3","soil","soil",1861,0,0,20,18,10,187,0,0,0,7,0,0,0,10,66,6,0,0,0,0,0,50,0,266,2,0,0,0,0,9,0,4,0,0,1,0,9,0,0,67,134,77,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,17,0,21,0,0,0,0,0,0,0,81,0,0,0,6,0,0,0,2,1,0,0,25,0,8,0,0,0,0,1,0,13,0,0,0,0,0,0,0,1,0,6,0,0,0,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,29,0,7,5,2,0,0,33,0,7,0,36,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,109,0,0,4,0,10,19,14,3,0,0,1,0,0,1,0,1,54,6,0,0,0,92,25,2,0,0,0,3,0,0,0,0,0,0,5,1,1,13,0,2,4,0,0,0,6,4,6,3,0,0,18,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,18,0,0,1,0,2,1,0,16,0,0,0,7,1,0,0,7,15,45
"4455787.3","soil","forest soil",969,0,0,7,8,22,33,0,0,0,3,0,0,0,0,23,19,0,1,0,1,0,3,0,40,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,55,1,111,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,8,0,60,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,2,0,0,0,0,22,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,2,0,0,0,17,0,2,0,9,0,0,1,0,0,0,0,0,0,6,4,0,0,0,0,0,0,92,0,0,3,0,41,29,4,0,0,0,0,0,0,0,0,19,41,7,0,0,0,49,11,10,0,0,0,1,0,0,0,0,0,0,4,0,0,7,0,0,8,0,0,1,3,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,4,2,0,3,0,0,0,1,0,0,0,5,0,27
"4455788.3","soil","soil",1301,0,0,14,20,396,96,0,0,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,67,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,23,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,10,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,3,246,4,0,0,0,45,10,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,61,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,3,7,0,5,0,0,0,3,0,0,0,10,1,7
"4455789.3","soil","grassland soil",1835,0,0,9,5,177,108,0,0,0,5,0,0,0,0,66,0,0,0,0,2,0,0,0,167,0,0,0,0,0,19,0,0,0,0,0,0,7,0,0,35,185,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,11,0,10,0,0,0,0,0,0,0,28,0,0,0,7,0,0,0,6,2,0,0,11,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,36,58,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,36,0,0,0,0,0,0,21,0,4,0,67,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,145,0,0,3,0,2,17,2,1,0,0,0,0,0,0,0,3,192,0,0,0,0,18,18,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,135,0,1,2,0,0,14,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,18,0,0,4,6,0,0,0,0,0,6,0,0,0,3,3,60
"4455790.3","soil","tropical soil",1660,0,0,14,5,150,109,0,0,0,44,0,0,0,0,30,6,0,0,0,0,0,0,0,148,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,53,72,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,13,0,0,0,0,0,0,0,25,0,0,0,8,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,26,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,0,19,0,0,0,11,0,11,0,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,0,0,3,0,2,18,1,0,0,0,0,0,0,0,0,11,294,0,0,0,0,7,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,2,0,0,4,133,3,2,3,0,0,3,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,3,6,0,3,0,0,0,3,0,0,0,1,11,14
"4455791.3","soil","forest soil",1702,0,0,18,16,186,188,0,0,0,5,0,0,0,0,56,2,0,0,0,1,0,2,0,153,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,34,82,36,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,10,0,6,0,76,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,0,0,169,0,0,6,0,1,27,5,0,0,0,0,0,0,0,0,0,186,5,0,0,0,30,12,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,5,80,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,30,0,0,0,3,0,9,0,0,0,3,0,0,0,2,12,18
"4455792.3","soil","shrubland",1434,0,0,11,15,0,306,0,0,0,1,0,0,1,1,43,4,0,0,0,0,0,9,0,179,0,0,0,0,0,23,0,0,0,0,0,0,4,0,2,10,69,30,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,2,1,2,0,0,1,0,0,0,0,27,0,0,0,1,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,3,1,1,0,0,0,17,0,12,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,70,0,0,6,0,0,19,2,2,0,3,0,0,0,0,0,0,38,9,1,2,0,205,66,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,0,0,0,0,0,7,0,0,0,9,15,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,10,1
"4455793.3","soil","shrubland",1360,0,0,36,12,2,224,0,0,0,1,0,0,0,2,127,7,0,0,0,0,0,14,0,152,0,0,0,0,0,8,0,0,0,0,0,0,9,0,1,19,76,50,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,23,0,36,0,0,0,0,0,0,0,48,0,0,0,17,0,0,0,0,5,0,1,8,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,36,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,2,27,0,0,0,0,0,7,0,15,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,81,0,0,10,0,1,16,1,0,0,0,0,0,0,0,0,0,12,20,0,0,0,60,10,2,0,0,0,5,0,0,0,0,0,0,16,0,0,2,0,0,1,0,0,1,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,0,0,0,1,0,5,0,0,0,1,0,0,0,4,13,16
